,text,stars
10,"['start', ""I'm hooked on this coffee. I think this is my third bag and each has been very fresh and tastes great. the coffee is a great morning brew not too strong but a great taste and aroma. I had never really thought about using an Amazon Dash button before but now I can see it being useful for when I run low or just subscribe and have it sent on a schedule. I do wish Amazon had sample sets of their Branded coffees so that I could order a variety of the different types in one set.""]",1
11,['start'],1
12,['start'],1
13,['start'],1
14,"['start', 'I do not see the reason that people pay this high price for the below average quality. Cheaper brand coffee taste much better. So save money and go with other brands you like. I prefer Amazon brand. Be careful about the reviews you see here, all 5 stars may not real.', 'I noticed absolutely no difference between this and my normal coffee except this costs 4 times the amount of money. DO NOT BUY!!. Stick with your normal affordable brew. I feel like ive been scammed. Throw an extra scoop in if you must. Disappointed\n* UPDATE 9 days of use and i have noticed zero difference and feel like its a scam. My folders black silk gives me more of a boost for a quarter of the cost. Total waste. I am convinced its regular coffee at a jacked up price . Definitely would not ever recommend', ""I'm not sure why this coffee received such high rating. I would like to believe that EVERYBODY can't be wrong about this coffee so maybe it's just me. I'm a coffee snob and have tried some of the finest beans from very cheap shops to very high end beans and this one is definitely nowhere close to even the worst I've tried. The moment i opened the bag, the aroma pretty much told me that coffee was no good, i still wanted to give it a chance and made 3-4 cups separately, in different ways to see if one turned our better than the other, to my dismay(since i had run out of all coffee and was dependent on this coffee to rescue me in the morning.) not a single cup was close to even mediocre enough for me to go past the first 2-3 sips."", 'I have never had coffee put me to sleep faster than this. Brewed in 16 oz French Press with 2 scoops . If this is as strong as advertised I should be climbing the walls. Reading up on how this is even possible I find Mold Toxin contamination in coffee processing can do this to you. The flavor is plain. Not strong. I am really dissapointed and have lost all faith in the Fair Trade certification. I would not buy this for a friend. Unfortunately I am past my return date so I have no choice but to throw it away.', ""So overpriced.. and I didn't find any of the coffee induced euphoria others mentioned. This is the honest to god truth. If it were 7 or 8 dollars a pound.. yeah I'd buy it.. but maybe I'd also go to starbucks and get a very very lightly roasted coffee. All advertising.. and so sad"", 'This Coffee is way overpriced. Robusta beans are present, which makes the taste unpleasant. Basically, this company markets their product as the “strongest,” but in all reality, the number of cups needed equal the “worlds strongest” is of no different than a can of Folgers.\n\nI went through a $20 bag in about 8 pots of coffee, and this is to deathwish’s serving size.\n\nDon’t fall for the cheesy and mediocre marketing strategy. A $10 bag of coffee is all you need with 100% arabica beans. I can only imagine the profit margin this business is receiving for using the cheapest of coffee beans available.', ""I was so excited to try this coffee and eagerly awaited it's arrival. It finally arrived and with great anticipation opened the bag only to see dry looking regular coffee. Smell was ehhhh. Ok, perhaps the taste will be great. Nope, not even. Reminded me of a wet paper bag smell/taste. Looked at the bag and found a best by 3/20 date. So sad, everyone knows coffee needs to be drank soon after grinding. Can get away if bag is vacuumed sealed, which this was not. Will be returning for a refund. Nasty as2 sh17."", 'I am an avid coffee drinker. I consume about two pots a day, and was anxious to sample with friends. It was rather odd, that after making this purchase and secretly swapping out my ""standard"" coffee with this blend, a family member sampled the coffee and said, ""this coffee takes like it was purchased from a gas station and left on for 12 hours.""\n\nWell, this was not a hit in our home, and will be placed on the do not purchase list.\n\nKindly, requesting a refund per the claim as 100% guaranteed.', 'Best prepared with a french press. Great deal on buy of the day!! Update: We bought two 1lb bags during this deal of the day. This batch or something has completely changed from our previous purchases. This batch, both bags lacked the distinct aroma, taste and certainly felt A LOT more acidic. Additionally it left a bad after taste, irritated stomache and bowels. I mention this because it just w asnt me, four others, with whom we shared this coffee with, later expressed the upset stomach and diarrhea after drinking this coffee. None of this happened before to me or anyone else we shared with. I was your personal promoter of this coffee. The packaging of this coffee has changed and I recognize it was to save money. The 1st pound we dumped the remainder out, we just thought (and hoped) it was just going to that pound that was bad. We opened and tried the 2nd bag. Same results, only difference, we didnt share with others. So disappointed, what changed with this product.', 'I used to buy this coffee because it was good and strong. I decided to treat myself to a bag. I was excited once it arrived and I made a pot. I was really disappointed after making it because it was weak. I thought maybe I just didnt add enough coffee to my plunger pot. I waited a day or 2 and made another pot but this time used 2 times more than I would usually used. The coffee came out weak!!! I wonder if I just have a weak bag or if they changed their formula for the coffee. Unfortunately I am not able to return the product because they dont take returns. There goes $20 down the drain.']",1
15,['start'],1
16,"['start', 'Because of health issues, I decided to order my favorite coffee from Amazon. I opened the package today, and was surprised that the wonderful usual smell of the coffee was missing. I smelled inside the package and there was a weak, bitter smell. I was out of coffee so I made a cup anyway....the coffee in my cup smelled and tasted bitter and old. This hasn\'t happened to me in years, and I hadn\'t realized what the smell and taste of my morning coffee does for my mood every day. I\'m extremely disappointed, and will add ""coffee"" to the list of products I will not be purchasing from Amazon in future.', 'I’ve been purchasing this brand/flavor in my local grocery store for over six months. I really love it. The smell & taste satisfy me. I decided to purchase 3 packs of this off of Amazon because I was lazy and didn’t want to go to the store. When I opened the first pack I noticed the normal aroma was missing. Me no biggy, I’ll try it anyway. Mistake! It tastes awful. Like bitter and old. I made a new batch just in case. Nope still gross! I’ll be returning the two packages I unopened. Save yourself the time and just buy from your local store. :/', ""So like other reviewers have mentioned, this coffee is packaged as Starbucks coffee (I bought breakfast blend), but it doesn't smell or taste anything like what I've had in the past.\n\nGranted, I haven't had Starbucks in a while as I've been using Pete's and beans from a local roaster. So either:\n1) Starbucks is just this bad and I forgot; 2) it's terribly stale (but the date is not expired!); or 3) it isn't Starbucks. It seriously tastes like Folgers, I'm not even exaggerating.\n\nAnother reviewer stated that the Starbucks Stars reward program (which I don't belong to) had already been used on her package---I'm not a conspiracy theory nut but perhaps Amazon should look into their supplier more closely, because this was procured from Amazon.com Services.\n\nI can't speak for other varieties, but the Breakfast Blend is bad coffee...stay away."", ""I usually love Italian Roast but the beans in this bag were obviously burned but still packaged and sold. The burned smell was really strong as soon as we opened the bag. I tried brewing a pot just to see if maybe it'll disappear but it didn't and the coffee was undrinkable.\nBecause we purchased a few bags in advance, we opened this particular one 2 months after it arrived and were not able to return it, hence the negative review."", ""I first discovered Verona blend coffee many years ago and loved it. It was a rich dark roast blend with chocolate overtones. I used to buy it regularly from Starbucks and it was fabulous..\n\nBut this stuff is so bad I had to throw it out!. The flavor is insipid, bitter and just plain disgusting. It also seems to be very stale. Try a bag of Verona directly from the source and you'll at least get a fresh batch. This crap is vile!"", ""No metal closing strip! 28 ounces will last me awhile but I can't securely close with just the small piece of tape included. Will certainly get stale!"", 'Item was listed as a 6 pack, description even indicated that there would be 6 bags included with this order. I received the product today and there was only 1 bag.\n\nThe title is now fixed but I had a screenshot of my order that shows it was suppose to 6 bags. I wouldn’t have bought this particular flavor if I didn’t think I was getting a deal.', ""I bought 2 bags of Caffe Verona and noticed that when I opened it didn't smell like good like this brand usually smells when I open it up. When I had brewed my coffee it didn't taste good, it had a odd taste to it as well as tasting old, bitter and somewhat sour. I decided to try it again the next couple of days and the taste was still bad. I opened the 2nd bag today and it's just as bad. I will NOT buy coffee from Amazon again....I'll stick to buying from the store so I can have a descent cup of Caffe Verona. YUCK !!!"", 'This coffee arrived Tuesday & expires on Thursday! I ordered 3 bags & they are expired! I am very disappointed.', 'product description:\nStarbucks Medium Roast Ground Coffee — Breakfast Blend — 100% Arabica — 6 bags (12 oz. each)\n\nwhat I received:\nOne (1) twenty-ounce (20oz) bag\n\nNOW THIS IS DECEITFUL ADVERTISING----IT WAS NOT WHAT I WAS EXPECTING !! Hello? anyone listening?']",1
17,"['start', ""This coffee had an Best By date of January 31, 2020. I received it on February 8, 2020. Eight days after the Best Use By date.\nI don't know about the flavor, because I ordered the ground but wanted whole bean, so I'm not using this coffee that is old anyway."", ""They grind their product too fine. It's like powder not coffee! They claim it's medium but it's really not. The roast is dark in most cases and the tastes equals that. I threw out one of them because I couldn't deal with the horrid tastes and dark color of the coffee. The others are proving to be just as bad. The real issue I have with the grind is that it blows up in my coffee pot no matter how little I use. It ends up causing me to have to rinse out the entire unit! Now it's discolored and I'll have to put soapy water in it to soak for who knows how long to get it clean again. This product has a great price but really sucks on quality. The too fine grind is the worst!"", 'The product ordered and received in March. Arrived as promised, however, The use by date is 03/2020. Expired.\nPlease be aware that you may receive an old product.', 'I’m a little disappointed I got two house blends and one port side blend. I was looking forward to trying all three flavors.', 'Unlike so many other reviewers who loved the taste of these coffee blends enough to give it a 5 star rating, I was disappointed with all three flavors. None of them had a smooth taste, all (to different extents) tasted bitter and over-roasted. I gave each of them many tries. I varied the amount of coffee, I varied the amount of water, I used real cream, I added sugar (which I usually don’t). There was no disguising the underlying unpleasant taste. And, besides not being a smooth and pleasant taste experience, I even missed that delicious moment when the scent of coffee invades your senses as you open a vacuum sealed pack.\n\nThe Portside Blend was, to me, the worst of all. It was so strong that it wasn’t even mildly reminiscent of coffee. Even the smell seemed more of a humidor smell than a coffee bean smell.\n\nThe House Blend was a bit less pungent but still not close enough to a smooth cup of medium roast coffee. Neither the taste of the coffee, or the scent of the grind, or the scent of the coffee were particularly pleasant. I assume that there is something of the Portside Blend in the House blend because that feeling of drinking old burnt coffee still came through.\n\nThe Breakfast Blend is, while not delicious, at least palatable. It is less robust than the other blends, but it is still not a smooth drinking experience. I still find it a bit strong for my taste. It is not a coffee I will reorder but, at least, I think I will be able to finish the package myself instead of feeding it to my acid-loving gardenia plants.\n\nI can only hope that the bags I received are not representative of the brand as a whole. Maybe this batch was ruined somehow and the “real” Seattle’s Best coffee is less strident than mine.', 'When opening a brand new bag of coffee, I look forward to the punch in the face aroma of coffee. Sadly, when opening Seattle’s Best Portside Blend Medium Roast I got a faint hint of the beloved coffee bean. This was the sad foreshadowing of what my upcoming cup of coffee would bring. The coffee is ground finer than other brand name coffees. After it brewed, it visually looked to be a dark roast not a medium roast color and the welcoming smell of brewed coffee was faint and almost non-existant. And then I took my first sip. It was a mouthful of bitter and burnt. The muted coffee flavor was overwhelmed with these two tastes. It wasn’t even smooth. I tried adding cream and sugar to make it at least somewhat enjoyable and when that didn’t help I knew it wasn’t worth any more time or help. It was too late. It was just a dark cup of disappointment. I don’t know if I got a bad batch but this bag just screamed “compost me and don’t look back!”. Overall, unless you like your coffees tasting like it sat in a carafe cooking all (aka bitter and burnt), I would completely pass on this brand.', 'I can not recommend these coffees. All three are lacking flavor. A friend of mine commented that one of them tasted like instant coffee. I was really surprised by this as I thought this brand was better.']",1
18,['start'],1
19,['start'],1
20,"['start', 'The coffee I received expires in a month. Seriously?', 'First, this review is for the Caribou Mahogany dark roast, (I specify this because when looking at the product description, Amazon has a nasty habit of conflating all Caribou coffees into their review section.)\n\nI often roast my own coffees, but for times when we need a quick pot, I will throw on a decent commercial blend. And, since I enjoy bold, darker roasts, the description sounded nice -- blend of Ecuadorian, Sumatra and Guatelan coffees.\n\nUnfortunately, this coffee was far from any redeeming quality. Upon opening my bag a few days after arrival, I was greeted with no ""coffee"" smell; just a semi-stale smell. After three pots in a high-quality brewer, there was no standout attributes in the taste -- no presence of the vanilla they claim from the Guatemala coffee; and I wouldn\'t classify the body as anything to get excited about.\n\nJudging from the smell upon opening the bag, maybe the coffee was old and stale. But, this particular batch and blend doesn\'t stand up to the quality I\'ve tasted in other Caribou blends in the past.\n\nI might stick with other blends I\'ve bought on Amazon including Peet\'s and Don Pablo.', 'We have really enjoyed this product which is why we have been ordering it on a continuous basis. What we don’t understand is why it was increased to almost $8.00 more. We were paying $10.98 for awhile the the sudden increase.', 'I’ve been buying and drinking this for a few years. The previous bag was decent, but not as good as the same Caribou I’d had a month prior. I thought maybe it was a fluke. However, this batch tastes bitter, old, very stale, despite not being expired. Also, it makes me feel slightly ill. I obviously won’t be using the large remainder of what’s left in the bag, and will be cancelling it from my future Subscribe and Save orders.', 'I didn’t like the flavor of this coffee but I’m sure other people do. I hit the wrong button and did subscribe by accident and ended up with like four bags of this and I won’t use any of them after drinking few cups from first bag', ""This is probably the most burnt tasting awful coffee, I've ever drank... Couldn't even finish it."", 'This is REALLY strong coffee for a medium roast. Very bitter, not a great aroma.', 'Coffee was delivered on April 7, 2019 and had a ""Best By"" date of April 9th. Stale stock. Very disappointing!', 'Price gouging! Love the coffee in fact I have been buying on here for the last couple of years. It usually runs $11 a bag but now the price has gone up 60%+', 'Coffee is good and I have ordered it several times. However this last order the package had a hole. I tried to get it replaced but no. I can either use feeling uncomfortable about the hole or toss it.']",1
